SETOR;Subsetores;Produtos;CO_NCM;DESCRIÇÃO
FRUTAS (INCLUI NOZES E CASTANHAS);DURIOES;DURIOES;08106000;DURIOES FRESCOS
FRUTAS (INCLUI NOZES E CASTANHAS);CAQUIS;CAQUIS FRESCOS;08107000;CAQUIS (DIOSPIROS), FRESCOS
FRUTAS (INCLUI NOZES E CASTANHAS);OUTRAS FRUTAS;OUTRAS FRUTAS SECAS OU FRESCAS;08109000;OUTRAS FRUTAS FRESCAS
FRUTAS (INCLUI NOZES E CASTANHAS);OUTRAS FRUTAS;OUTRAS FRUTAS SECAS OU FRESCAS;08109011;CARAMBOLAS (AVERRHOA CARAMBOLA)
FRUTAS (INCLUI NOZES E CASTANHAS);OUTRAS FRUTAS;OUTRAS FRUTAS SECAS OU FRESCAS;08109012;ANONAS E OUTRAS FRUTAS DO GÊNERO ANNONA
FRUTAS (INCLUI NOZES E CASTANHAS);OUTRAS FRUTAS;OUTRAS FRUTAS SECAS OU FRESCAS;08109013;JACAS (ARTOCARPUS HETEROPHYLLUS)
FRUTAS (INCLUI NOZES E CASTANHAS);OUTRAS FRUTAS;OUTRAS FRUTAS SECAS OU FRESCAS;08109014;LECHIAS (LITCHI CHINENSIS)
FRUTAS (INCLUI NOZES E CASTANHAS);OUTRAS FRUTAS;OUTRAS FRUTAS SECAS OU FRESCAS;08109015;MARACUJÁS (PASSIFLORA EDULIS)
FRUTAS (INCLUI NOZES E CASTANHAS);OUTRAS FRUTAS;OUTRAS FRUTAS SECAS OU FRESCAS;08109016;PITAIAS  (HYLOCEREUS SPP., SELENICEREUS UNDATUS)
FRUTAS (INCLUI NOZES E CASTANHAS);OUTRAS FRUTAS;OUTRAS FRUTAS SECAS OU FRESCAS;08109017;TAMARINDOS (TAMARINDUS INDICA)
FRUTAS (INCLUI NOZES E CASTANHAS);OUTRAS FRUTAS;OUTRAS FRUTAS SECAS OU FRESCAS;08109090;OUTRA
FRUTAS (INCLUI NOZES E CASTANHAS);MORANGOS;MORANGOS CONGELADOS;08111000;MORANGOS CONGELADOS,NAO COZIDOS/COZIDOS EM AGUA/VAPOR
FRUTAS (INCLUI NOZES E CASTANHAS);OUTRAS FRUTAS;OUTRAS FRUTAS CONGELADAS;08112000;FRAMBOESAS,AMORAS,GROSELHAS,CONGELADAS,COZIDAS OU NAO
FRUTAS (INCLUI NOZES E CASTANHAS);OUTRAS FRUTAS;OUTRAS FRUTAS CONGELADAS;08119000;OUTRAS FRUTAS CONGELAD.N/COZIDAS,COZIDAS EM AGUA/VAPOR
FRUTAS (INCLUI NOZES E CASTANHAS);CEREJAS;CEREJAS PREPARADAS OU CONSERVADAS;08121000;CEREJAS CONSERVADAS EM AGUA SALGADA,SULFURADA,ETC.
FRUTAS (INCLUI NOZES E CASTANHAS);MORANGOS;MORANGOS PREPARADOS OU CONSERVADOS;08122000;MORANGOS CONSERVADOS EM AGUA SALGADA,SULFURADA,ETC.
FRUTAS (INCLUI NOZES E CASTANHAS);CONSERVAS E PREPARAÇÕES DE FRUTAS (EXCL. SUCOS);OUTRAS FRUTAS PREPARADAS OU CONSERVADAS;08129000;OUTRAS FRUTAS CONSERVAD.EM AGUA SALGADA,SULFURADA,ETC.
FRUTAS (INCLUI NOZES E CASTANHAS);DAMASCOS;DAMASCOS SECOS;08131000;DAMASCOS SECOS
FRUTAS (INCLUI NOZES E CASTANHAS);AMEIXAS;AMEIXAS SECAS;08132010;AMEIXAS SECAS,COM CAROCO
FRUTAS (INCLUI NOZES E CASTANHAS);AMEIXAS;AMEIXAS SECAS;08132020;AMEIXAS SECAS,SEM CAROCO
FRUTAS (INCLUI NOZES E CASTANHAS);MAÇÃS;MAÇÃS SECAS;08133000;MACAS SECAS
FRUTAS (INCLUI NOZES E CASTANHAS);PÊRAS;PÊRAS SECAS;08134010;PERAS SECAS
FRUTAS (INCLUI NOZES E CASTANHAS);OUTRAS FRUTAS;OUTRAS FRUTAS SECAS OU FRESCAS;08134090;OUTRAS FRUTAS SECAS
FRUTAS (INCLUI NOZES E CASTANHAS);OUTRAS FRUTAS;OUTRAS FRUTAS SECAS OU FRESCAS;08135000;MISTURAS DE FRUTAS SECAS OU DE FRUTAS DE CASCA RIJA
FRUTAS (INCLUI NOZES E CASTANHAS);OUTRAS FRUTAS;OUTRAS FRUTAS SECAS OU FRESCAS;08140000;CASCAS DE CITRICOS,MELOES,MELANCIAS,FRESCAS,SECAS,ETC.
CAFÉ;CAFÉ VERDE E CAFÉ TORRADO;CAFÉ VERDE;09011110;CAFE NAO TORRADO,NAO DESCAFEINADO,EM GRAO
CAFÉ;CAFÉ VERDE E CAFÉ TORRADO;CAFÉ VERDE;09011190;CAFE NAO TORRADO,NAO DESCAFEINADO,EXCETO EM GRAO
CAFÉ;CAFÉ VERDE E CAFÉ TORRADO;CAFÉ VERDE;09011200;CAFE NAO TORRADO,DESCAFEINADO
CAFÉ;CAFÉ VERDE E CAFÉ TORRADO;CAFÉ TORRADO;09012100;CAFE TORRADO,NAO DESCAFEINADO
CAFÉ;CAFÉ VERDE E CAFÉ TORRADO;CAFÉ TORRADO;09012200;CAFE TORRADO,DESCAFEINADO
CAFÉ;EXTRATOS DE CAFÉ E SUCEDÂNEOS DO CAFÉ;RESÍDUOS DO CAFÉ;09019000;CASCAS,PELICULAS DE CAFE E SUCEDANEOS DO CAFE
CHÁ, MATE E ESPECIARIAS;CHÁ, MATE E SUAS PREPARAÇÕES;CHÁ VERDE;09021000;CHA VERDE (NAO FERMENTADO),EM EMBALAGENS IMEDIATAS<=3KG
CHÁ, MATE E ESPECIARIAS;CHÁ, MATE E SUAS PREPARAÇÕES;CHÁ VERDE;09022000;CHA VERDE (NAO FERMENTADO),APRESENTADO EM QQ.OUT.FORMA
CHÁ, MATE E ESPECIARIAS;CHÁ, MATE E SUAS PREPARAÇÕES;CHÁ PRETO;09023000;CHA PRETO (FERMENTADO/PARCIALM.),EMBALAG.IMEDIATAS<=3KG
CHÁ, MATE E ESPECIARIAS;CHÁ, MATE E SUAS PREPARAÇÕES;CHÁ PRETO;09024000;CHA PRETO (FERMENTADO/PARCIALM.) APRESENT.QQ.OUT.FORMA
CHÁ, MATE E ESPECIARIAS;CHÁ, MATE E SUAS PREPARAÇÕES;MATE;09030010;MATE SIMPLESMENTE CANCHEADO
CHÁ, MATE E ESPECIARIAS;CHÁ, MATE E SUAS PREPARAÇÕES;MATE;09030090;OUTROS TIPOS DE MATE
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;PIMENTA PIPER SECA, TRITURADA OU EM PÓ;09041100;PIMENTA 'PIPER',SECA
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;PIMENTA PIPER SECA, TRITURADA OU EM PÓ;09041200;PIMENTA 'PIPER',TRITURADA OU EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;PIMENTÕES E PIMENTAS SECOS, PÓ;09042000;PIMENTOES E PIMENTAS 'CAPSICUM'/'PIMENTA',SECOS,PO,ETC.
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;PIMENTÕES E PIMENTAS SECOS, PÓ;09042100;PIMENTOES E PIMENTAS, SECOS, NAO TRITURADOS NEM EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;PIMENTÕES E PIMENTAS SECOS, PÓ;09042200;PIMENTOES E PIMENTAS, TRITURADOS OU EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;DEMAIS ESPECIARIAS;09050000;BAUNILHA
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;DEMAIS ESPECIARIAS;09051000;BAUNILHA, NÃO TRITURADA NEM EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;DEMAIS ESPECIARIAS;09052000;BAUNILHA, TRITURADA OU EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;CANELA;09061000;CANELA E FLORES DE CANELEIRA,NAO TRITURADAS NEM EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;CANELA;09061100;CANELA E FLOR DE CANELEIRA Ñ TRIT.NEM EM PÓ
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;CANELA;09061900;OUTS.CANELA/FLOR CANEL. Ñ/TRITURS. NEM EM PÓ
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;CANELA;09062000;CANELA E FLORES DE CANELEIRA,TRITURADAS OU EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;CRAVO-DA-ÍNDIA;09070000;CRAVO-DA-INDIA (FRUTOS,FLORES E PEDUNCULOS)
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;CRAVO-DA-ÍNDIA;09071000;CRAVO-DA-INDIA (FRUTOS,FLORES E PEDUN.),N/TRI,NEM EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;CRAVO-DA-ÍNDIA;09072000;CRAVO-DA-INDIA(FRUTOS,FLORES E PEDUN.),TRITUR. OU EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;NOZ-MOSCADA;09081000;NOZ-MOSCADA
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;NOZ-MOSCADA;09081100;NOZ-MOSCADA, NAO TRITURADA NEM EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;NOZ-MOSCADA;09081200;NOZ-MOSCADA, TRITURADA OU EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;MACIS;09082000;MACIS
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;MACIS;09082100;MACIS, NAO TRITURADO NEM EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;MACIS;09082200;MACIS, TRITURADO OU EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;AMOMOS E CARDAMOMOS;09083000;AMOMOS E CARDAMOMOS
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;AMOMOS E CARDAMOMOS;09083100;AMOMOS E CARDAMOMOS, NAO TRITURADO NEM EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;AMOMOS E CARDAMOMOS;09083200;AMOMOS E CARDAMOMOS, TRITURADOS OU EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;SEMENTES DE ANIS E BADIANA;09091010;SEMENTES DE ANIS (ANIS VERDE)
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;SEMENTES DE ANIS E BADIANA;09091020;SEMENTES DE BADIANA (ANIS ESTRELADO)
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;SEMENTES DE COENTRO;09092000;SEMENTES DE COENTRO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;SEMENTES DE COENTRO;09092100;SEMENTES DE COENTRO, NAO TRITURADAS NEM EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;SEMENTES DE COENTRO;09092200;SEMENTES DE COENTRO, TRITURADAS OU EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;SEMENTES DE COMINHO;09093000;SEMENTES DE COMINHO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;SEMENTES DE COMINHO;09093100;SEMENTES DE COMINHO, NAO TRITURADAS NEM EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;SEMENTES DE COMINHO;09093200;SEMENTES DE COMINHO, TRITURADAS OU EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;DEMAIS ESPECIARIAS;09094000;SEMENTES DE ALCARAVIA
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;DEMAIS ESPECIARIAS;09095000;SEMENTES DE FUNCHO E BAGAS DE ZIMBRO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;SEMENTES DE ANIS E BADIANA;09096110;SEMENTES DE ANIS (ERVA-DOCE), NAO TRITURADAS NEM EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;SEMENTES DE ANIS E BADIANA;09096120;SEMENTES DE BADIANA(ANIS-ESTRELADO),NAO TRIT. NEM EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;DEMAIS ESPECIARIAS;09096190;OUTRAS SEMENTES, NAO TRITURADAS NEM EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;SEMENTES DE ANIS E BADIANA;09096210;SEMENTES DE ANIS (ERVA-DOCE), TRITURADAS OU EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;SEMENTES DE ANIS E BADIANA;09096220;SEMENTES DE BADIANA(ANIS-ESTRELADO),TRITURADAS OU EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;DEMAIS ESPECIARIAS;09096290;OUTRAS SEMENTES, TRITURADAS OU EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;GENGIBRE;09101000;GENGIBRE
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;GENGIBRE;09101100;GENGIBRE, NÃO TRITURADO NEM EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;GENGIBRE;09101200;GENGIBRE, TRITURADO OU EM PO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;DEMAIS ESPECIARIAS;09102000;ACAFRAO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;DEMAIS ESPECIARIAS;09103000;ACAFRAO-DA-TERRA (CURCUMA)
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;DEMAIS ESPECIARIAS;09104000;TOMILHO E LOURO
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;DEMAIS ESPECIARIAS;09105000;CARIL
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;DEMAIS ESPECIARIAS;09109100;MISTURAS DE ESPECIARIAS
CHÁ, MATE E ESPECIARIAS;ESPECIARIAS;DEMAIS ESPECIARIAS;09109900;OUTRAS ESPECIARIAS
DEMAIS PRODUTOS DE ORIGEM VEGETAL;SEMENTES;SEMENTES DE CEREAIS;10011010;TRIGO DURO PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;TRIGO;10011090;TRIGO DURO,EXCETO PARA SEMEADURA
DEMAIS PRODUTOS DE ORIGEM VEGETAL;SEMENTES;SEMENTES DE CEREAIS;10011100;TRIGO DURO, PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;TRIGO;10011900;TRIGO DURO, EXCETO PARA SEMEADURA
DEMAIS PRODUTOS DE ORIGEM VEGETAL;SEMENTES;SEMENTES DE CEREAIS;10019010;TRIGO (EXCETO TRIGO DURO) PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;TRIGO;10019090;TRIGO (EXC.TRIGO DURO OU P/SEMEADURA),E TRIGO C/CENTEIO
DEMAIS PRODUTOS DE ORIGEM VEGETAL;SEMENTES;SEMENTES DE CEREAIS;10019100;OUTR. TRIGOS E MISTURAS DE TRIGO C/ CENTEIO,P/SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;TRIGO;10019900;OUT.TRIGOS E MISTURAS DE TRIGO C/CENTEIO, EXC.P/ SEMEAD
DEMAIS PRODUTOS DE ORIGEM VEGETAL;SEMENTES;SEMENTES DE CEREAIS;10020010;CENTEIO PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;CENTEIO;10020090;CENTEIO,EXCETO PARA SEMEADURA
DEMAIS PRODUTOS DE ORIGEM VEGETAL;SEMENTES;SEMENTES DE CEREAIS;10021000;CENTEIO, PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;CENTEIO;10029000;CENTEIO, EXCETO PARA SEMEADURA
DEMAIS PRODUTOS DE ORIGEM VEGETAL;SEMENTES;SEMENTES DE CEREAIS;10030010;CEVADA PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;CEVADA;10030091;CEVADA CERVEJEIRA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;CEVADA;10030098;CEVADA EM GRAO,EXCETO CERVEJEIRA OU PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;CEVADA;10030099;OUTRAS ESPECIES DE CEVADA,EXCETO EM GRAO
DEMAIS PRODUTOS DE ORIGEM VEGETAL;SEMENTES;SEMENTES DE CEREAIS;10031000;CEVADA, PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;CEVADA;10039010;CEVADA CERVEJEIRA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;CEVADA;10039080;OUTRAS CEVADAS, EM GRAO
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;CEVADA;10039090;OUTRAS CEVADAS, EXCETO EM GRAO
DEMAIS PRODUTOS DE ORIGEM VEGETAL;SEMENTES;SEMENTES DE CEREAIS;10040010;AVEIA PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;AVEIA;10040090;AVEIA,EXCETO PARA SEMEADURA
DEMAIS PRODUTOS DE ORIGEM VEGETAL;SEMENTES;SEMENTES DE CEREAIS;10041000;AVEIA, PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;AVEIA;10049000;AVEIA, EXCETO PARA SEMEADURA
DEMAIS PRODUTOS DE ORIGEM VEGETAL;SEMENTES;SEMENTES DE CEREAIS;10051000;MILHO PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;MILHO;10059010;MILHO EM GRAO,EXCETO PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;MILHO;10059090;MILHO,EXCETO EM GRAO
DEMAIS PRODUTOS DE ORIGEM VEGETAL;SEMENTES;SEMENTES DE CEREAIS;10061010;ARROZ ('PADDY') COM CASCA,PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;ARROZ;10061091;ARROZ ('PADDY') COM CASCA,PARBOILIZADO (ESTUFADO)
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;ARROZ;10061092;ARROZ ('PADDY') COM CASCA,NAO PARBOILIZADO (N/ESTUFADO)
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;ARROZ;10062010;ARROZ ('CARGO' OU CASTANHO),DESCASCADO,PARBOILIZADO
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;ARROZ;10062020;ARROZ ('CARGO' OU CASTANHO),DESCASCADO,NAO PARBOILIZADO
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;ARROZ;10063011;ARROZ SEMIBRANQUEADO,ETC.PARBOILIZADO,POLIDO OU BRUNIDO
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;ARROZ;10063019;OUTROS TIPOS DE ARROZ SEMIBRANQUEADO,ETC.PARBOILIZADO
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;ARROZ;10063021;ARROZ SEMIBRANQUEADO,ETC.N/PARBOILIZADO,POLIDO,BRUNIDO
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;ARROZ;10063029;OUTROS TIPOS DE ARROZ SEMIBRANQUEADO,ETC.N/PARBOILIZADO
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;ARROZ;10064000;ARROZ QUEBRADO (TRINCA DE ARROZ)
DEMAIS PRODUTOS DE ORIGEM VEGETAL;SEMENTES;SEMENTES DE CEREAIS;10070010;SORGO EM GRAO PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;SORGO;10070090;SORGO EM GRAO,EXCETO PARA SEMEADURA
DEMAIS PRODUTOS DE ORIGEM VEGETAL;SEMENTES;SEMENTES DE CEREAIS;10071000;SORGO DE GRAO, PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;SORGO;10079000;SORGO DE GRAO, EXCETO PARA SEMEADURA
DEMAIS PRODUTOS DE ORIGEM VEGETAL;SEMENTES;SEMENTES DE CEREAIS;10081010;TRIGO MOURISCO PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;TRIGO MOURISCO;10081090;TRIGO MOURISCO,EXCETO PARA SEMEADURA
DEMAIS PRODUTOS DE ORIGEM VEGETAL;SEMENTES;SEMENTES DE CEREAIS;10082010;PAINCO PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;PAINÇO;10082090;PAINCO,EXCETO PARA SEMEADURA
DEMAIS PRODUTOS DE ORIGEM VEGETAL;SEMENTES;SEMENTES DE CEREAIS;10082100;PAINCO, PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;DEMAIS CEREAIS;10082110;MILHETO (PENNISETUM GLAUCUM), PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;PAINÇO;10082190;OUTROS PAINÇOS, PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;PAINÇO;10082900;PAINCO, EXCETO PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;DEMAIS CEREAIS;10082910;Milheto (PENNISETUM GLAUCUM), exceto para semeadura
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;PAINÇO;10082990;OUTROS PAINCOS, EXCETO PARA SEMEADURA
DEMAIS PRODUTOS DE ORIGEM VEGETAL;SEMENTES;SEMENTES DE CEREAIS;10083010;ALPISTE PARA SEMEADURA
RAÇÕES PARA ANIMAIS;RAÇÕES PARA ANIMAIS DOMÉSTICOS;OUTRAS RAÇÕES PARA ANIMAIS DOMÉSTICOS;10083090;ALPISTE,EXCETO PARA SEMEADURA
DEMAIS PRODUTOS DE ORIGEM VEGETAL;SEMENTES;SEMENTES DE CEREAIS;10084010;MILHA (DIGITARIA SPP.), PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;DEMAIS CEREAIS;10084090;MILHA (DIGITARIA SPP.), EXCETO PARA SEMEADURA
DEMAIS PRODUTOS DE ORIGEM VEGETAL;SEMENTES;SEMENTES DE CEREAIS;10085010;QUINOA (CHENOPODIUM QUINOA), PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;DEMAIS CEREAIS;10085090;QUINOA (CHENOPODIUM QUINOA), EXCETO PARA SEMEADURA
DEMAIS PRODUTOS DE ORIGEM VEGETAL;SEMENTES;SEMENTES DE CEREAIS;10086010;TRITICALE, PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;DEMAIS CEREAIS;10086090;TRITICALE, EXCETO PARA SEMEADURA
DEMAIS PRODUTOS DE ORIGEM VEGETAL;SEMENTES;SEMENTES DE CEREAIS;10089010;OUTROS CEREAIS PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;DEMAIS CEREAIS;10089090;OUTROS CEREAIS,EXCETO PARA SEMEADURA
CEREAIS, FARINHAS E PREPARAÇÕES;PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;FARINHA DE TRIGO;11010010;FARINHA DE TRIGO
CEREAIS, FARINHAS E PREPARAÇÕES;PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;FARINHA DE TRIGO;11010020;FARINHA DE MISTURA DE TRIGO COM CENTEIO
CEREAIS, FARINHAS E PREPARAÇÕES;PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;11021000;FARINHA DE CENTEIO
CEREAIS, FARINHAS E PREPARAÇÕES;PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;FARINHA DE MILHO;11022000;FARINHA DE MILHO
CEREAIS, FARINHAS E PREPARAÇÕES;PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;11023000;FARINHA DE ARROZ
CEREAIS, FARINHAS E PREPARAÇÕES;PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;11029000;FARINHA DE OUTROS CEREAIS
CEREAIS, FARINHAS E PREPARAÇÕES;PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;FARINHA DE TRIGO;11031100;GRUMOS E SEMOLAS,DE TRIGO
CEREAIS, FARINHAS E PREPARAÇÕES;PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;11031200;GRUMOS E SEMOLAS,DE AVEIA
CEREAIS, FARINHAS E PREPARAÇÕES;PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;FARINHA DE MILHO;11031300;GRUMOS E SEMOLAS,DE MILHO
CEREAIS, FARINHAS E PREPARAÇÕES;PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;11031400;GRUMOS E SEMOLAS,DE ARROZ
CEREAIS, FARINHAS E PREPARAÇÕES;PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;11031900;GRUMOS E SEMOLAS,DE OUTROS CEREAIS
CEREAIS, FARINHAS E PREPARAÇÕES;PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;11032000;'PELLETS' DE CEREAIS
CEREAIS, FARINHAS E PREPARAÇÕES;PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;11032100;PELLETS DE TRIGO
CEREAIS, FARINHAS E PREPARAÇÕES;PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;11032900;PELLETS DE OUTROS CEREAIS
CEREAIS, FARINHAS E PREPARAÇÕES;PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;11041100;GRAOS DE CEVADA,ESMAGADOS OU EM FLOCOS
CEREAIS, FARINHAS E PREPARAÇÕES;PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;AVEIA EM FLOCOS OU ELABORADOS DE OUTRO MODO;11041200;GRAOS DE AVEIA,ESMAGADOS OU EM FLOCOS
CEREAIS, FARINHAS E PREPARAÇÕES;PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;11041900;GRAOS DE OUTROS CEREAIS,ESMAGADOS OU EM FLOCOS
CEREAIS, FARINHAS E PREPARAÇÕES;PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;11042100;GRAOS DE CEVADA,DESCASCADOS,EM PEROLAS,CORTADOS,ETC.
CEREAIS, FARINHAS E PREPARAÇÕES;PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM;AVEIA EM FLOCOS OU ELABORADOS DE OUTRO MODO;11042200;GRAOS DE AVEIA,DESCASCADOS,EM PEROLAS,CORTADOS,ETC.
